tweet_id,jpg_url,predicted_breed,confidence_interval,dog_stage,dog_name
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,Chihuahua,0.6718529999999999,None,None
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,Curly-Coated Retriever,0.32208400000000004,None,Scout
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,Dalmatian,0.278954,None,None
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan Hound,0.0443334,None,Jimothy
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,Border Collie,0.447803,None,None
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German Shepherd,0.975401,None,Christoper
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador Retriever,0.887707,None,Johm
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,Miniature Poodle,0.546933,None,Lugan
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,Miniature Pinscher,0.167175,None,Josep
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian Greyhound,0.618316,None,Octaviath
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English Setter,0.32879200000000003,None,Jockson
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,Miniature Schnauzer,0.496953,None,Jeph
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese Dog,0.359383,None,None
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459,None,None
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899,None,Carll
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,Golden Retriever,0.765266,None,None
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake Bay Retriever,0.825678,None,Keet
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682,None,None
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,None,Clybe
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,None,Gabe
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West Highland White Terrier,0.747713,None,None
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,Toy Poodle,0.535411,None,Pipsy
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,Golden Retriever,0.471351,None,Bradlay
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,Miniature Pinscher,0.140173,None,Churlie
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,Giant Schnauzer,0.8412649999999999,None,Kenneth
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,Toy Poodle,0.266437,None,Clarence
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,Soft-Coated Wheaten Terrier,0.318981,None,None
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,Vizsla,0.25924899999999995,None,None
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,Golden Retriever,0.949892,None,Timison
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364,None,None
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian Husky,0.694904,None,Joshwa
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,Golden Retriever,0.462556,None,Genevieve
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,Papillon,0.557009,None,Fwed
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint Bernard,0.381377,None,Biden
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091,None,None
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Labrador Retriever,0.8256700000000001,None,Cupcake
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,Tibetan Terrier,0.676376,None,Reese
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,Toy Poodle,0.304175,None,Kohl
667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,Borzoi,0.852088,None,None
667495797102141441,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,Chihuahua,0.143957,None,Philippe
667502640335572993,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,Labrador Retriever,0.996709,None,Hall
667509364010450944,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,Beagle,0.636169,None,None
667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,Italian Greyhound,0.125176,None,Dook
667524857454854144,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,Chesapeake Bay Retriever,0.08812239999999999,None,None
667530908589760512,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,Golden Retriever,0.633037,None,Naphaniel
667534815156183040,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,Pembroke,0.435254,None,Frank
667538891197542400,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,Yorkshire Terrier,0.618957,None,Klint
667544320556335104,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,0.412893,None,Kial
667546741521195010,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,Toy Poodle,0.787424,None,None
667550904950915073,https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,Vizsla,8.10632e-05,None,None
667728196545200128,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,Kuvasz,0.360159,None,Olive
667773195014021121,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,West Highland White Terrier,0.360465,None,Jessiga
667793409583771648,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,Dalmatian,0.5350729999999999,None,None
667801013445750784,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,Flat-Coated Retriever,0.508392,None,None
667806454573760512,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,0.187155,None,Filup
667832474953625600,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,Miniature Pinscher,0.2142,None,None
667861340749471744,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,Malamute,0.967275,None,Cheryl
667878741721415682,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,Miniature Pinscher,0.106003,None,Tedrick
667885044254572545,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,Malamute,0.0885297,None,Stu
667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999,None,Erik
667902449697558528,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian Elkhound,0.298881,None,Cleopatricia
667915453470232577,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,Boxer,0.196655,None,Otis
667924896115245057,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador Retriever,0.209051,None,Jiminy
668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,None,Alfie
668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,None,Alfonso
668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim Spaniel,0.958402,None,Skittles
668204964695683073,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador Retriever,0.65518,None,Ron
668221241640230912,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,Chow,0.395101,None,None
668237644992782336,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,Chow,0.8093199999999999,None,Torque
668248472370458624,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,0.7345470000000001,None,Bisquick
668256321989451776,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,Pembroke,0.0944294,None,Jareld
668268907921326080,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Pembroke,0.48483,None,None
668274247790391296,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,Soft-Coated Wheaten Terrier,0.406374,None,Sophie
668286279830867968,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,Golden Retriever,0.215944,None,Rusty
668297328638447616,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,Eskimo Dog,0.0327838,None,None
668480044826800133,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,Labrador Retriever,0.0999648,None,DayZ
668484198282485761,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,Standard Poodle,0.587372,None,None
668496999348633600,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,Staffordshire Bullterrier,0.412879,None,Jo
668507509523615744,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,Basenji,0.0553794,None,Chuk
668528771708952576,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,Labrador Retriever,0.195835,None,Gòrdón
668537837512433665,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,Lakeland Terrier,0.372988,None,Spark
668542336805281792,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,American Staffordshire Terrier,0.267695,None,None
668567822092664832,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,Shih-Tzu,0.985649,None,Marvin
668623201287675904,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,Chihuahua,0.708163,None,Jomathan
668625577880875008,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,Groenendael,0.0544548,None,Maks
668627278264475648,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,French Bulldog,0.965403,None,Timofy
668631377374486528,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,Miniature Schnauzer,0.904549,None,Zeek
668633411083464705,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,Pekinese,0.589011,None,Churlie
668636665813057536,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,Komondor,0.999956,None,Berta
668641109086707712,https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,Pug,0.146311,None,Hanz
668655139528511488,https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,Beagle,0.31911,None,Winifred
668779399630725120,https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,Chesapeake Bay Retriever,0.285508,None,Kevon
668815180734689280,https://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg,Redbone,0.461172,None,None
668826086256599040,https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,Malinois,0.640185,None,Banditt
668852170888998912,https://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg,Golden Retriever,0.903529,None,Bobb
668872652652679168,https://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg,Miniature Schnauzer,0.0355366,None,Amélie
668892474547511297,https://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,Kelpie,0.421979,None,Ruffles
668902994700836864,https://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg,Brittany Spaniel,0.828425,None,Lambeau
668932921458302977,https://pbs.twimg.com/media/CUiG6_ZXAAAPaw_.jpg,Standard Poodle,0.237638,None,Herald
668955713004314625,https://pbs.twimg.com/media/CUibq3uVAAAup_O.jpg,Cocker Spaniel,0.367492,None,Leroi
668960084974809088,https://pbs.twimg.com/media/CUifpn4WUAAS5X3.jpg,Chesapeake Bay Retriever,0.165878,None,Jaycob
668975677807423489,https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,Basset,0.605437,None,Jeremy
668979806671884288,https://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg,Golden Retriever,0.608537,None,Chaz
668986018524233728,https://pbs.twimg.com/media/CUi3PIrWoAAPvPT.jpg,Chihuahua,0.00563972,None,Ruby
668989615043424256,https://pbs.twimg.com/media/CUi6geuUYAIvE9n.jpg,Pug,0.917326,None,Bernie
668994913074286592,https://pbs.twimg.com/media/CUi_UtnWIAEtfqz.jpg,English Springer,0.0897633,None,None
669000397445533696,https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,Pembroke,0.82294,None,Terrance
669006782128353280,https://pbs.twimg.com/media/CUjKHs0WIAECWP3.jpg,Chihuahua,0.127178,None,Tucker
669037058363662336,https://pbs.twimg.com/media/CUjlp51WcAA1vGA.jpg,Chihuahua,0.803528,None,None
669203728096960512,https://pbs.twimg.com/media/CUl9PGBVEAUV3Wz.jpg,Pug,0.910452,None,Samsom
669216679721873412,https://pbs.twimg.com/media/CUmJBS5WUAAKtrP.jpg,Golden Retriever,0.992758,None,Clarq
669324657376567296,https://pbs.twimg.com/media/CUnrN7vUcAAfGvN.jpg,Cardigan,0.131544,None,Ralf
669327207240699904,https://pbs.twimg.com/media/CUntin8WIAADmLk.jpg,Golden Retriever,0.919584,None,None
669328503091937280,https://pbs.twimg.com/media/CUnuuLEWEAAlKjN.jpg,Siberian Husky,0.424202,None,Kirk
669353438988365824,https://pbs.twimg.com/media/CUoFZTyW4AE70iD.jpg,Pembroke,0.212343,None,Tessa
669354382627049472,https://pbs.twimg.com/media/CUoGQjdXAAAkaz2.jpg,Chihuahua,0.97399,None,Dug
669359674819481600,https://pbs.twimg.com/media/CUoLEG3XAAE65I0.jpg,Labrador Retriever,0.367818,None,Saydee
669363888236994561,https://pbs.twimg.com/media/CUoO1TLWsAA0Z3w.jpg,Golden Retriever,0.539004,None,None
669367896104181761,https://pbs.twimg.com/media/CUoSjTnWwAANNak.jpg,Basset,0.749394,None,Chip
669371483794317312,https://pbs.twimg.com/media/CUoVz8rU8AAfW-c.jpg,Brabancon Griffon,0.483268,None,Oliviér
669375718304980992,https://pbs.twimg.com/media/CUoZqaqWcAAA2MQ.jpg,Airedale,0.168762,None,Billl
669393256313184256,https://pbs.twimg.com/media/CUopnHPVEAAcL2o.jpg,Cocker Spaniel,0.359843,None,Ronduh
669564461267722241,https://pbs.twimg.com/media/CUrFUvDVAAA9H-F.jpg,Toy Poodle,0.623685,None,Alfredo
669567591774625800,https://pbs.twimg.com/media/CUrIK1DWoAAhECq.jpg,Chihuahua,0.980511,None,Kollin
669573570759163904,https://pbs.twimg.com/media/CUrNmtFWoAAnWCD.jpg,West Highland White Terrier,0.946828,None,Linda
669597912108789760,https://pbs.twimg.com/media/CUrjvxiVEAA94dH.jpg,Eskimo Dog,0.595665,None,Skye
669603084620980224,https://pbs.twimg.com/media/CUroc7QW4AATIff.jpg,Maltese Dog,0.659619,None,None
669625907762618368,https://pbs.twimg.com/media/CUr9NjgU8AEpf5w.jpg,Golden Retriever,0.0554081,None,Penny
669680153564442624,https://pbs.twimg.com/media/CUsuijgXAAE4pdi.jpg,Dalmatian,0.141257,None,Shawwn
669683899023405056,https://pbs.twimg.com/media/CUsx8q_WUAA-m4k.jpg,Pomeranian,0.998275,None,Kloey
669753178989142016,https://pbs.twimg.com/media/CUtw9SAVEAAtFUN.jpg,Pembroke,0.8584940000000001,None,Chester
669926384437997569,https://pbs.twimg.com/media/CUwOfnDWcAIXryP.jpg,Pomeranian,0.984231,None,None
669942763794931712,https://pbs.twimg.com/media/CUwdYL5UsAAP0XX.jpg,Vizsla,0.743216,None,Andru
669970042633789440,https://pbs.twimg.com/media/CUw2MV4XIAAHLO_.jpg,Miniature Pinscher,0.734744,None,Julio
669993076832759809,https://pbs.twimg.com/media/CUxLJO8U8AAu6Zu.jpg,Toy Poodle,0.08650160000000001,None,Zoey
670003130994700288,https://pbs.twimg.com/media/CUxUSuaW4AAdQzv.jpg,Beagle,0.375313,None,Raphael
670040295598354432,https://pbs.twimg.com/media/CUx2F6lVEAAvFev.jpg,Borzoi,0.0266596,None,None
670046952931721218,https://pbs.twimg.com/media/CUx8JSEXIAU6zPp.jpg,Blenheim Spaniel,0.998335,None,Ben
670061506722140161,https://pbs.twimg.com/media/CUyJYk1WoAMPROb.jpg,Italian Greyhound,0.329339,None,Liam
670073503555706880,https://pbs.twimg.com/media/CUyUSuWXIAAZKYF.jpg,Malamute,0.6018859999999999,None,Winston
670086499208155136,https://pbs.twimg.com/media/CUygHhFXAAAwNXv.jpg,German Short-Haired Pointer,0.273492,None,None
670093938074779648,https://pbs.twimg.com/media/CUym4Y5WsAEiI9_.jpg,Toy Poodle,0.383346,None,Wally
670290420111441920,https://pbs.twimg.com/media/CU1Zgk7UcAAjw2t.jpg,Chihuahua,0.368876,None,Sandra
670303360680108032,https://pbs.twimg.com/media/CU1lWFaVAAAl0HG.jpg,Shetland Sheepdog,0.380278,None,Hemry
670319130621435904,https://pbs.twimg.com/media/CU1zsMSUAAAS0qW.jpg,Irish Terrier,0.254856,None,None
670338931251150849,https://pbs.twimg.com/media/CU2FsRnVAAA3TEg.jpg,Cairn,0.245033,None,Butters
670374371102445568,https://pbs.twimg.com/media/CU2l7yvXAAUyYIJ.jpg,English Springer,0.974936,None,Daisy
670385711116361728,https://pbs.twimg.com/media/CU2wPyWWUAAb1MJ.jpg,Whippet,0.178027,None,Larry
670403879788544000,https://pbs.twimg.com/media/CU3AxW1WoAA3_35.jpg,Pug,0.8022229999999999,None,Nigel
670411370698022913,https://pbs.twimg.com/media/CU3HlZtW4AAezbt.jpg,Maltese Dog,0.584397,None,Scooter
670421925039075328,https://pbs.twimg.com/media/CU3RLqfW4AE0pbA.jpg,Chihuahua,0.275793,None,Herb
670427002554466305,https://pbs.twimg.com/media/CU3VzVwWwAAAsst.jpg,Toy Terrier,0.0388716,None,Spork
670428280563085312,https://pbs.twimg.com/media/CU3W9ELWEAEdUA0.jpg,Chow,0.335269,None,Willy
670433248821026816,https://pbs.twimg.com/media/CU3be0SWEAEqb7I.jpg,Giant Schnauzer,0.0622148,None,Sam
670434127938719744,https://pbs.twimg.com/media/CU3cSG8W4AIAePH.jpg,Chesapeake Bay Retriever,0.027351,None,Hank
670435821946826752,https://pbs.twimg.com/media/CU3d0azWUAA38FD.jpg,Basenji,0.135767,None,None
670442337873600512,https://pbs.twimg.com/media/CU3jwAYWwAAhdAv.jpg,Sussex Spaniel,0.403552,None,Koda
670444955656130560,https://pbs.twimg.com/media/CU3mITUWIAAfyQS.jpg,English Springer,0.403698,None,Paull
670452855871037440,https://pbs.twimg.com/media/CU3tUC4WEAAoZby.jpg,Malamute,0.08037949999999999,None,None
670676092097810432,https://pbs.twimg.com/media/CU64WOlWcAA37TV.jpg,Dandie Dinmont,0.6761020000000001,None,Bloo
670679630144274432,https://pbs.twimg.com/media/CU67jGSUkAAk_1Y.jpg,Ibizan Hound,0.34273400000000004,None,Pluto
670691627984359425,https://pbs.twimg.com/media/CU7GehOUYAA9nn-.jpg,Shetland Sheepdog,0.07112439999999999,None,Ester
670704688707301377,https://pbs.twimg.com/media/CU7SW39WwAAL8Rw.jpg,Norwich Terrier,0.419838,None,Danny
670717338665226240,https://pbs.twimg.com/media/CU7d2vKUcAAFZyI.jpg,Pomeranian,0.368161,None,None
670755717859713024,https://pbs.twimg.com/media/CU8AwZ_UsAA-Lbu.jpg,Keeshond,0.994065,None,Gin
670764103623966721,https://pbs.twimg.com/media/CU8IY0pWIAA2AJ-.jpg,Norfolk Terrier,0.17285,None,Vincent
670778058496974848,https://pbs.twimg.com/media/CU8VFhuVAAAQW8B.jpg,Pug,0.776612,None,None
670780561024270336,https://pbs.twimg.com/media/CU8XW2dWwAA-Lmc.jpg,Labrador Retriever,0.244889,None,Traviss
670782429121134593,https://pbs.twimg.com/media/CU8ZDu9WwAADg3N.jpg,Chihuahua,0.952963,None,None
670786190031921152,https://pbs.twimg.com/media/CU8ceuxWUAALMEo.jpg,Pembroke,0.12743800000000002,None,Creg
670789397210615808,https://pbs.twimg.com/media/CU8fZSQWoAEVp6O.jpg,Beagle,0.295966,None,None
670792680469889025,https://pbs.twimg.com/media/CU8iYi2WsAEaqQ0.jpg,Toy Poodle,0.031355,None,Antony
670797304698376195,https://pbs.twimg.com/media/CU8mlhoVAAAteS5.jpg,Pembroke,0.472197,None,Trigger
670803562457407488,https://pbs.twimg.com/media/CU8sSAvXIAAB1Py.jpg,Basenji,0.34410100000000005,None,None
670804601705242624,https://pbs.twimg.com/media/CU8tOJZWUAAlNoF.jpg,Pomeranian,0.86856,None,Mason
670807719151067136,https://pbs.twimg.com/media/CU8v-rdXIAId12Z.jpg,Old English Sheepdog,0.958035,None,Andy
670811965569282048,https://pbs.twimg.com/media/CU8z65IUEAQBc4q.jpg,Basset,0.99409,None,Maggie
670815497391357952,https://pbs.twimg.com/media/CU83IZ8W4AEIh4y.jpg,American Staffordshire Terrier,0.919714,None,Sage
670822709593571328,https://pbs.twimg.com/media/CU89schWIAIHQmA.jpg,Chihuahua,0.00125152,None,None
670823764196741120,https://pbs.twimg.com/media/CU8-puBWwAAR8Xl.jpg,Labrador Retriever,0.947453,None,Remington
670832455012716544,https://pbs.twimg.com/media/CU9GjzrUkAAWPh4.jpg,Malinois,0.31760700000000003,None,Amy
670833812859932673,https://pbs.twimg.com/media/CU9HyzSWIAAVcte.jpg,Pekinese,0.609853,None,Jett
670840546554966016,https://pbs.twimg.com/media/CU9N6upXAAAbtQe.jpg,Shih-Tzu,0.963622,None,Colby
670995969505435648,https://pbs.twimg.com/media/CU_bRIEWcAAUVC7.jpg,Redbone,0.8662209999999999,None,None
671109016219725825,https://pbs.twimg.com/media/CVBCFkyU4AE2Wcr.jpg,Basenji,0.855959,None,Toby
671115716440031232,https://pbs.twimg.com/media/CVBILUgVAAA1ZUr.jpg,Malinois,0.406341,None,Phred
671122204919246848,https://pbs.twimg.com/media/CVBOFTLWwAAzlNi.jpg,Chihuahua,0.101228,None,None
671134062904504320,https://pbs.twimg.com/media/CVBY3e7XIAAAE4Y.jpg,Shih-Tzu,0.18038,None,Clarence
671138694582165504,https://pbs.twimg.com/media/CVBdFahXAAAIe5Y.jpg,Samoyed,0.587342,None,None
671141549288370177,https://pbs.twimg.com/media/CVBfrU9WUAApDeV.jpg,Borzoi,0.0753577,None,None
671147085991960577,https://pbs.twimg.com/media/CVBktzQXAAAPpUA.jpg,Yorkshire Terrier,0.4672020000000001,None,Rufus
671151324042559489,https://pbs.twimg.com/media/CVBokRSWsAADuXx.jpg,Rottweiler,0.781201,None,None
671154572044468225,https://pbs.twimg.com/media/CVBrhXoWIAAox_C.jpg,Labrador Retriever,0.495047,None,Holly
671163268581498880,https://pbs.twimg.com/media/CVBzbWsWsAEyNMA.jpg,Scottish Deerhound,0.0269829,None,None
671182547775299584,https://pbs.twimg.com/media/CVCE9uYXIAEtSzR.jpg,Rottweiler,0.331179,None,None
671186162933985280,https://pbs.twimg.com/media/CVCIQX7UkAEzqh_.jpg,Chihuahua,0.319106,None,Sparky
671355857343524864,https://pbs.twimg.com/media/CVEilyCUwAETbJ-.jpg,Miniature Poodle,0.313811,None,Lou
671357843010908160,https://pbs.twimg.com/media/CVEkZaPXIAEw5vr.jpg,Italian Greyhound,0.831757,None,None
671485057807351808,https://pbs.twimg.com/media/CVGYGNYXAAAQ9m-.jpg,Samoyed,0.627901,None,Penelope
671486386088865792,https://pbs.twimg.com/media/CVGZTboUsAATohd.jpg,German Shepherd,0.8270350000000001,None,Malcolm
671504605491109889,https://pbs.twimg.com/media/CVGp4LKWoAAoD03.jpg,Toy Poodle,0.259115,None,Charlie
671518598289059840,https://pbs.twimg.com/media/CVG2l9jUYAAwg-w.jpg,Lakeland Terrier,0.428275,None,Scruffers
671520732782923777,https://pbs.twimg.com/media/CVG4i9UWEAAUH3U.jpg,Pomeranian,0.551031,None,Alejandro
